state,area,station,year,mmwqi,kind,lower_95,upper_95,category,state_canon
Terengganu,Pantai Rhu 10,MMTC008,2022,90.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Tok Jembal,MMTC009,2022,96.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Kelulut,MMTC010,2022,97.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Teluk Ketapang,MMTC011,2022,96.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Kuala Abang,MMTC012,2022,97.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Teluk Kalong,MMTC013,2022,97.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Sura,MMTC014,2022,96.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Tanjung Bidara,MMTC015,2022,97.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Kemasik,MMTC016,2022,97.0,actual,,,Excellent,Terengganu
Kelantan,Pantai Seri Tujuh,MMDC001,2022,94.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Cahaya Bulan,MMDC002,2022,95.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Sabak,MMDC003,2022,95.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Irama Bachok,MMDC004,2022,93.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Bisikan Bayu,MMDC005,2022,94.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Melawi,MMDC006,2022,95.0,actual,,,Excellent,Kelantan
Sarawak,Pantai Sematan,MMQC001,2022,90.0,actual,,,Excellent,Sarawak
Sarawak,Pantai Pandan,MMQC002,2022,86.0,actual,,,Good,Sarawak
Sarawak,Pantai Pasir Putih,MMQC003,2022,85.0,actual,,,Good,Sarawak
Sarawak,Pantai Bako,MMQC004,2022,91.0,actual,,,Excellent,Sarawak
Sarawak,Pantai Damai,MMQC005,2022,89.0,actual,,,Good,Sarawak
Sarawak,Pantai Tanjung Kembang,MMQC006,2022,90.0,actual,,,Excellent,Sarawak
Sarawak,Pantai Harmoni Mukah,MMQC007,2022,73.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Tanjung Batu,MMQC008,2022,74.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Likau,MMQC009,2022,66.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Emas,MMQC010,2022,66.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Piasau,MMQC011,2022,74.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Brighton,MMQC012,2022,56.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Esplaned,MMQC013,2022,56.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Beraya,MMQC014,2022,57.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Bungai,MMQC015,2022,66.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Belawai,MMQC016,2022,92.0,actual,,,Excellent,Sarawak
Sarawak,Pantai Mukah,MMQC017,2022,89.0,actual,,,Good,Sarawak
Sarawak,Tanjung Kidurong,MMQC018,2022,90.0,actual,,,Excellent,Sarawak
Sarawak,Pasir Pandak,MMQC019,2022,91.0,actual,,,Excellent,Sarawak
Sarawak,Rambungan,MMQC020,2022,83.0,actual,,,Good,Sarawak
Sarawak,Sri Tanjung Lawas,MMQC021,2022,67.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Luak,MMQC022,2022,56.0,actual,,,Moderate,Sarawak
Sarawak,Pasir Panjang,MMQC023,2022,78.0,actual,,,Moderate,Sarawak
Sabah,Pantai Teluk Brunei 1,MMSC001,2022,61.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 2,MMSC002,2022,67.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 3,MMSC003,2022,67.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 4,MMSC004,2022,60.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 5,MMSC005,2022,59.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 6,MMSC006,2022,59.0,actual,,,Moderate,Sabah
Sabah,Borneo Golf Seawater,MMSC007,2022,67.0,actual,,,Moderate,Sabah
Sabah,Pantai Manis Papar,MMSC008,2022,60.0,actual,,,Moderate,Sabah
Sabah,Pantai Melinsung,MMSC009,2022,59.0,actual,,,Moderate,Sabah
Sabah,Pantai Tanjung Aru (Roll Skating),MMSC010,2022,57.0,actual,,,Moderate,Sabah
Sabah,Pantai Tanjung Aru (No. 3),MMSC011,2022,57.0,actual,,,Moderate,Sabah
Sabah,Pantai Lok Kawi,MMSC012,2022,58.0,actual,,,Moderate,Sabah
Sabah,Pantai Dalit Tuaran,MMSC013,2022,58.0,actual,,,Moderate,Sabah
Sabah,Mangrove Paradise,MMSC014,2022,58.0,actual,,,Moderate,Sabah
Sabah,Pantai Sabandar,MMSC015,2022,58.0,actual,,,Moderate,Sabah
Sabah,Pantai Bak-Bak Kudat,MMSC016,2022,85.0,actual,,,Good,Sabah
Sabah,Pasir Putih Sandakan,MMSC017,2022,82.0,actual,,,Good,Sabah
Sabah,Pantai TLDM,MMSC018,2022,62.0,actual,,,Moderate,Sabah
Sabah,Pantai Batu Sapi,MMSC019,2022,75.0,actual,,,Moderate,Sabah
Sabah,Pantai Ulu Tungku,MMSC020,2022,58.0,actual,,,Moderate,Sabah
Sabah,Pantai Sarina Kunak,MMSC021,2022,58.0,actual,,,Moderate,Sabah
Sabah,Pantai Kg. Lamak,MMSC022,2022,61.0,actual,,,Moderate,Sabah
Sabah,Pantai Tinagat,MMSC023,2022,68.0,actual,,,Moderate,Sabah
Sabah,Pantai Tanjung Aru (Rest Lido),MMSC024,2022,58.0,actual,,,Moderate,Sabah
W.P. Labuan,Pulau Papan,MMLC001,2022,58.0,actual,,,Moderate,Labuan
W.P. Labuan,Kiamsam,MMLC002,2022,58.0,actual,,,Moderate,Labuan
W.P. Labuan,Sungai Pagar,MMLC003,2022,59.0,actual,,,Moderate,Labuan
W.P. Labuan,LayangLayangan,MMLC004,2022,58.0,actual,,,Moderate,Labuan
W.P. Labuan,Tanjung Aru,MMLC005,2022,60.0,actual,,,Moderate,Labuan
Kedah,Pantai Merdeka,MMKC001,2023,91.0,actual,,,Excellent,Kedah
Kedah,Langkawi Island Resort,MMKC002,2023,96.0,actual,,,Excellent,Kedah
Kedah,Pantai Kok,MMKC003,2023,95.0,actual,,,Excellent,Kedah
Kedah,Pantai Kuah,MMKC004,2023,91.0,actual,,,Excellent,Kedah
Kedah,Pantai Pasir Tengkorak,MMKC005,2023,93.0,actual,,,Excellent,Kedah
Kedah,Pantai Teluk Burau,MMKC006,2023,96.0,actual,,,Excellent,Kedah
Kedah,Pantai Teluk Nibong,MMKC007,2023,95.0,actual,,,Excellent,Kedah
Kedah,Pantai Tengah,MMKC008,2023,94.0,actual,,,Excellent,Kedah
Kedah,Pantai Beras Basah,MMKC009,2023,96.0,actual,,,Excellent,Kedah
P. Pinang,Gertak Sanggul,MMPC001,2023,94.0,actual,,,Excellent,Penang
P. Pinang,Kawasan Perindustrian Bayan Lepas 1,MMPC002,2023,79.0,actual,,,Moderate,Penang
P. Pinang,Pantai Bersih,MMPC003,2023,73.0,actual,,,Moderate,Penang
P. Pinang,Pantai Miami,MMPC004,2023,90.0,actual,,,Excellent,Penang
P. Pinang,Pantai Pasir Panjang,MMPC005,2023,93.0,actual,,,Excellent,Penang
P. Pinang,Batu Feringgi (Casuarina),MMPC006,2023,93.0,actual,,,Excellent,Penang
P. Pinang,Luar Pantai Teluk Bahang,MMPC007,2023,94.0,actual,,,Excellent,Penang
P. Pinang,Persiaran Gurney,MMPC008,2023,73.0,actual,,,Moderate,Penang
P. Pinang,Rumah Pam Baru Perai,MMPC009,2023,88.0,actual,,,Good,Penang
P. Pinang,Rumah Pam Lama Perai,MMPC010,2023,67.0,actual,,,Moderate,Penang
P. Pinang,Selat PP Selatan (Jelutong),MMPC011,2023,59.0,actual,,,Moderate,Penang
P. Pinang,Tanjung Bungah,MMPC012,2023,90.0,actual,,,Excellent,Penang
P. Pinang,Tanjung Bungah 2,MMPC013,2023,69.0,actual,,,Moderate,Penang
P. Pinang,Batu Maung 2,MMPC014,2023,72.0,actual,,,Moderate,Penang
P. Pinang,Pantai Sungai Batu Ferringhi 3,MMPC015,2023,92.0,actual,,,Excellent,Penang
P. Pinang,Pantai Sungai Batu Ferringhi 2,MMPC016,2023,94.0,actual,,,Excellent,Penang
P. Pinang,Pantai Sungai Batu Ferringhi 1,MMPC017,2023,92.0,actual,,,Excellent,Penang
Perak,Pantai Pasir Bogak,MMAC001,2023,92.0,actual,,,Excellent,Perak
Perak,Pantai Teluk Dalam,MMAC002,2023,93.0,actual,,,Excellent,Perak
Perak,Pantai Teluk Batik,MMAC003,2023,92.0,actual,,,Excellent,Perak
Perak,Pantai Tanjung Batu,MMAC004,2023,93.0,actual,,,Excellent,Perak
Perak,Pantai Teluk Rubiah,MMAC005,2023,88.0,actual,,,Good,Perak
Perak,Pantai Damai Laut,MMAC006,2023,93.0,actual,,,Excellent,Perak
Perak,Pantai Teluk Senangin,MMAC007,2023,95.0,actual,,,Excellent,Perak
Perak,Pantai Pasir Panjang,MMAC008,2023,94.0,actual,,,Excellent,Perak
Selangor,Pantai Bagan Lalang,MMBC001,2023,89.0,actual,,,Good,Selangor
Selangor,Pantai Morib,MMBC002,2023,88.0,actual,,,Good,Selangor
Selangor,Selat Pulau Babi,MMBC003,2023,95.0,actual,,,Excellent,Selangor
Selangor,Selat Klang Utara,MMBC004,2023,79.0,actual,,,Moderate,Selangor
Selangor,Pantai Remis,MMBC005,2023,92.0,actual,,,Excellent,Selangor
Selangor,Pantai Klanang,MMBC006,2023,82.0,actual,,,Good,Selangor
N. Sembilan,Bagan Pinang,MMNC001,2023,95.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Telok Sinting,MMNC002,2023,89.0,actual,,,Good,Negeri Sembilan
N. Sembilan,Port Dickson Bandar,MMNC003,2023,93.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 4,MMNC004,2023,89.0,actual,,,Good,Negeri Sembilan
N. Sembilan,Port Dickson Batu 5,MMNC005,2023,94.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 6,MMNC006,2023,96.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 7,MMNC007,2023,94.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 8,MMNC008,2023,95.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 10,MMNC009,2023,95.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Janakuasa TNB,MMNC010,2023,93.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Telok Pelanduk,MMNC011,2023,92.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Pantai Cermin,MMNC012,2023,94.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Pantai Teluk Kemang,MMNC013,2023,95.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Pantai Seri Purnama,MMNC014,2023,92.0,actual,,,Excellent,Negeri Sembilan
Melaka,Pantai Rombang,MMMC001,2023,91.0,actual,,,Excellent,Malacca
Melaka,Pantai Kundur,MMMC002,2023,89.0,actual,,,Good,Malacca
Melaka,Pantai Tanjung Bidara,MMMC003,2023,92.0,actual,,,Excellent,Malacca
Melaka,Teluk Gong,MMMC004,2023,90.0,actual,,,Excellent,Malacca
Melaka,Pulau Melaka Point A1,MMMC005,2023,88.0,actual,,,Good,Malacca
Melaka,Pulau Melaka Point A2,MMMC006,2023,92.0,actual,,,Excellent,Malacca
Melaka,Pulau Melaka Point B1,MMMC007,2023,54.0,actual,,,Moderate,Malacca
Melaka,Pulau Melaka Point B2,MMMC008,2023,55.0,actual,,,Moderate,Malacca
Melaka,Pantai Klebang,MMMC009,2023,88.0,actual,,,Good,Malacca
Johor,Tanjung Bin,MMJC001,2023,93.0,actual,,,Excellent,Johor
Johor,Pelabuhan Tanjung Pelepas,MMJC002,2023,80.0,actual,,,Good,Johor
Johor,Hadapan Jabatan Laut,MMJC003,2023,69.0,actual,,,Moderate,Johor
Johor,Pantai Stulang Laut,MMJC004,2023,56.0,actual,,,Moderate,Johor
Johor,Jeti Teluk Jawa,MMJC005,2023,64.0,actual,,,Moderate,Johor
Johor,Pelabuhan Pasir Gudang,MMJC006,2023,58.0,actual,,,Moderate,Johor
Johor,Hadapan HSAJB,MMJC007,2023,56.0,actual,,,Moderate,Johor
Johor,Pantai Lido,MMJC008,2023,55.0,actual,,,Moderate,Johor
Johor,Pantai Teluk Mahkota,MMJC009,2023,93.0,actual,,,Excellent,Johor
Johor,Pantai Tanjung Leman,MMJC010,2023,96.0,actual,,,Excellent,Johor
Johor,Pantai Sri Pantai,MMJC011,2023,97.0,actual,,,Excellent,Johor
Johor,Tanjung Merak,MMJC012,2023,92.0,actual,,,Excellent,Johor
Johor,Tanjung Pengelih,MMJC013,2023,94.0,actual,,,Excellent,Johor
Johor,Pantai Tanjong Stapa,MMJC014,2023,93.0,actual,,,Excellent,Johor
Johor,Pantai Teluk Gorek,MMJC015,2023,95.0,actual,,,Excellent,Johor
Johor,Pantai Air Papan,MMJC016,2023,95.0,actual,,,Excellent,Johor
Johor,Jeti Kukup,MMJC017,2023,70.0,actual,,,Moderate,Johor
Johor,Pasir Gogok,MMJC018,2023,91.0,actual,,,Excellent,Johor
Johor,Tanjung Buai,MMJC019,2023,89.0,actual,,,Good,Johor
Johor,Pantai Desaru,MMJC020,2023,96.0,actual,,,Excellent,Johor
Johor,Tanjung Sepang,MMJC021,2023,92.0,actual,,,Excellent,Johor
Johor,Tanjung Penyusup,MMJC022,2023,95.0,actual,,,Excellent,Johor
Johor,Pantai Sungai Lurus,MMJC023,2023,94.0,actual,,,Excellent,Johor
Johor,Punggur,MMJC024,2023,95.0,actual,,,Excellent,Johor
Johor,Pantai Penyabung,MMJC025,2023,94.0,actual,,,Excellent,Johor
Johor,Tanjung Resang,MMJC026,2023,94.0,actual,,,Excellent,Johor
Johor,Tanjung Balau,MMJC027,2023,97.0,actual,,,Excellent,Johor
Johor,Batu Layar,MMJC028,2023,97.0,actual,,,Excellent,Johor
Johor,Tanjung Sengat,MMJC029,2023,83.0,actual,,,Good,Johor
Pahang,Pantai Cherating (Club Med A),MMCC001,2023,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Cherating (Club Med B),MMCC002,2023,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Cherating (Legend A),MMCC003,2023,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Cherating (Legend B),MMCC004,2023,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Muhibbah Balok A,MMCC005,2023,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Muhibbah Balok B,MMCC006,2023,92.0,actual,,,Excellent,Pahang
Pahang,Pantai Batu Hitam A,MMCC007,2023,92.0,actual,,,Excellent,Pahang
Pahang,Pantai Batu Hitam B,MMCC008,2023,94.0,actual,,,Excellent,Pahang
Pahang,Pantai Berserah A,MMCC009,2023,93.0,actual,,,Excellent,Pahang
Pahang,Pantai Berserah B,MMCC010,2023,94.0,actual,,,Excellent,Pahang
Pahang,Pantai Teluk Cempedak A,MMCC011,2023,95.0,actual,,,Excellent,Pahang
Pahang,Pantai Teluk Cempedak B,MMCC012,2023,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Teluk Gelora A,MMCC013,2023,95.0,actual,,,Excellent,Pahang
Pahang,Pantai Teluk Gelora B,MMCC014,2023,92.0,actual,,,Excellent,Pahang
Pahang,Pantai Sepat A,MMCC015,2023,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Sepat B,MMCC016,2023,94.0,actual,,,Excellent,Pahang
Pahang,Pantai Legenda A,MMCC017,2023,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Legenda B,MMCC018,2023,97.0,actual,,,Excellent,Pahang
Pahang,Pantai Kuala Api-Api,MMCC019,2023,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Tanjung Batu,MMCC020,2023,96.0,actual,,,Excellent,Pahang
Pahang,Pantai Chendor,MMCC021,2023,95.0,actual,,,Excellent,Pahang
Pahang,Pantai Lanjut,MMCC022,2023,95.0,actual,,,Excellent,Pahang
Terengganu,Pantai Batu Buruk,MMTC001,2023,91.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Bukit Keluang,MMTC002,2023,96.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Chendering,MMTC003,2023,97.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Rantau Abang,MMTC004,2023,97.0,actual,,,Excellent,Terengganu
Terengganu,KIPC Utara,MMTC005,2023,96.0,actual,,,Excellent,Terengganu
Terengganu,KIPC Tengah,MMTC006,2023,96.0,actual,,,Excellent,Terengganu
Terengganu,KIPC Selatan,MMTC007,2023,96.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Rhu 10,MMTC008,2023,97.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Tok Jembal,MMTC009,2023,97.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Kelulut,MMTC010,2023,97.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Teluk Ketapang,MMTC011,2023,97.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Kuala Abang,MMTC012,2023,97.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Teluk Kalong,MMTC013,2023,96.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Sura,MMTC014,2023,97.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Tanjung Bidara,MMTC015,2023,97.0,actual,,,Excellent,Terengganu
Terengganu,Pantai Kemasik,MMTC016,2023,96.0,actual,,,Excellent,Terengganu
Kelantan,Pantai Seri Tujuh,MMDC001,2023,95.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Cahaya Bulan,MMDC002,2023,96.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Sabak,MMDC003,2023,96.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Irama Bachok,MMDC004,2023,95.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Bisikan Bayu,MMDC005,2023,96.0,actual,,,Excellent,Kelantan
Kelantan,Pantai Melawi,MMDC006,2023,95.0,actual,,,Excellent,Kelantan
Sarawak,Pantai Sematan,MMQC001,2023,66.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Pandan,MMQC002,2023,62.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Pasir Putih,MMQC003,2023,76.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Bako,MMQC004,2023,70.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Damai,MMQC005,2023,75.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Tanjung Kembang,MMQC006,2023,58.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Harmoni Mukah,MMQC007,2023,76.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Tanjung Batu,MMQC008,2023,58.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Likau,MMQC009,2023,58.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Emas,MMQC010,2023,58.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Piasau,MMQC011,2023,72.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Brighton,MMQC012,2023,61.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Esplaned,MMQC013,2023,57.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Beraya,MMQC014,2023,58.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Bungai,MMQC015,2023,56.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Belawai,MMQC016,2023,64.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Mukah,MMQC017,2023,76.0,actual,,,Moderate,Sarawak
Sarawak,Tanjung Kidurong,MMQC018,2023,58.0,actual,,,Moderate,Sarawak
Sarawak,Pasir Pandak,MMQC019,2023,66.0,actual,,,Moderate,Sarawak
Sarawak,Rambungan,MMQC020,2023,71.0,actual,,,Moderate,Sarawak
Sarawak,Sri Tanjung Lawas,MMQC021,2023,59.0,actual,,,Moderate,Sarawak
Sarawak,Pantai Luak,MMQC022,2023,57.0,actual,,,Moderate,Sarawak
Sarawak,Pasir Panjang,MMQC023,2023,58.0,actual,,,Moderate,Sarawak
Sabah,Pantai Teluk Brunei 1,MMSC001,2023,60.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 2,MMSC002,2023,59.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 3,MMSC003,2023,59.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 4,MMSC004,2023,59.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 5,MMSC005,2023,59.0,actual,,,Moderate,Sabah
Sabah,Pantai Teluk Brunei 6,MMSC006,2023,59.0,actual,,,Moderate,Sabah
Sabah,Borneo Golf Seawater,MMSC007,2023,59.0,actual,,,Moderate,Sabah
Sabah,Pantai Manis Papar,MMSC008,2023,62.0,actual,,,Moderate,Sabah
Sabah,Pantai Melinsung,MMSC009,2023,65.0,actual,,,Moderate,Sabah
Sabah,Pantai Tanjung Aru (Roll Skating),MMSC010,2023,58.0,actual,,,Moderate,Sabah
Sabah,Pantai Tanjung Aru (No. 3),MMSC011,2023,59.0,actual,,,Moderate,Sabah
Sabah,Pantai Lok Kawi,MMSC012,2023,59.0,actual,,,Moderate,Sabah
Sabah,Pantai Dalit Tuaran,MMSC013,2023,59.0,actual,,,Moderate,Sabah
Sabah,Mangrove Paradise,MMSC014,2023,61.0,actual,,,Moderate,Sabah
Sabah,Pantai Sabandar,MMSC015,2023,59.0,actual,,,Moderate,Sabah
Sabah,Pantai Bak-Bak Kudat,MMSC016,2023,59.0,actual,,,Moderate,Sabah
Sabah,Pasir Putih Sandakan,MMSC017,2023,58.0,actual,,,Moderate,Sabah
Sabah,Pantai TLDM,MMSC018,2023,59.0,actual,,,Moderate,Sabah
Sabah,Pantai Batu Sapi,MMSC019,2023,58.0,actual,,,Moderate,Sabah
Sabah,Pantai Ulu Tungku,MMSC020,2023,59.0,actual,,,Moderate,Sabah
Sabah,Pantai Sarina Kunak,MMSC021,2023,59.0,actual,,,Moderate,Sabah
Sabah,Pantai Kg. Lamak,MMSC022,2023,59.0,actual,,,Moderate,Sabah
Sabah,Pantai Tinagat,MMSC023,2023,58.0,actual,,,Moderate,Sabah
Sabah,Pantai Tanjung Aru (Rest Lido),MMSC024,2023,59.0,actual,,,Moderate,Sabah
W.P. Labuan,Pulau Papan,MMLC001,2023,59.0,actual,,,Moderate,Labuan
W.P. Labuan,Kiamsam,MMLC002,2023,59.0,actual,,,Moderate,Labuan
W.P. Labuan,Sungai Pagar,MMLC003,2023,59.0,actual,,,Moderate,Labuan
W.P. Labuan,LayangLayangan,MMLC004,2023,59.0,actual,,,Moderate,Labuan
W.P. Labuan,Tanjung Aru,MMLC005,2023,59.0,actual,,,Moderate,Labuan
Kedah,Pantai Merdeka,MMKC001,2024,92.0,actual,,,Excellent,Kedah
Kedah,Langkawi Island Resort,MMKC002,2024,95.0,actual,,,Excellent,Kedah
Kedah,Pantai Kok,MMKC003,2024,96.0,actual,,,Excellent,Kedah
Kedah,Pantai Kuah,MMKC004,2024,95.0,actual,,,Excellent,Kedah
Kedah,Pantai Pasir Tengkorak,MMKC005,2024,95.0,actual,,,Excellent,Kedah
Kedah,Pantai Teluk Burau,MMKC006,2024,94.0,actual,,,Excellent,Kedah
Kedah,Pantai Teluk Nibong,MMKC007,2024,96.0,actual,,,Excellent,Kedah
Kedah,Pantai Tengah,MMKC008,2024,96.0,actual,,,Excellent,Kedah
Kedah,Pantai Beras Basah,MMKC009,2024,96.0,actual,,,Excellent,Kedah
P. Pinang,Gertak Sanggul,MMPC001,2024,91.0,actual,,,Excellent,Penang
P. Pinang,Kawasan Perindustrian Bayan Lepas 1,MMPC002,2024,67.0,actual,,,Moderate,Penang
P. Pinang,Pantai Bersih,MMPC003,2024,84.0,actual,,,Good,Penang
P. Pinang,Pantai Miami,MMPC004,2024,88.0,actual,,,Good,Penang
P. Pinang,Pantai Pasir Panjang,MMPC005,2024,93.0,actual,,,Excellent,Penang
P. Pinang,Batu Feringgi (Casuarina),MMPC006,2024,85.0,actual,,,Good,Penang
P. Pinang,Luar Pantai Teluk Bahang,MMPC007,2024,91.0,actual,,,Excellent,Penang
P. Pinang,Persiaran Gurney,MMPC008,2024,84.0,actual,,,Good,Penang
P. Pinang,Rumah Pam Baru Perai,MMPC009,2024,83.0,actual,,,Good,Penang
P. Pinang,Rumah Pam Lama Perai,MMPC010,2024,72.0,actual,,,Moderate,Penang
P. Pinang,Selat PP Selatan (Jelutong),MMPC011,2024,57.0,actual,,,Moderate,Penang
P. Pinang,Tanjung Bungah,MMPC012,2024,80.0,actual,,,Good,Penang
P. Pinang,Tanjung Bungah 2,MMPC013,2024,87.0,actual,,,Good,Penang
P. Pinang,Batu Maung 2,MMPC014,2024,71.0,actual,,,Moderate,Penang
P. Pinang,Pantai Sungai Batu Ferringhi 3,MMPC015,2024,91.0,actual,,,Excellent,Penang
P. Pinang,Pantai Sungai Batu Ferringhi 2,MMPC016,2024,93.0,actual,,,Excellent,Penang
P. Pinang,Pantai Sungai Batu Ferringhi 1,MMPC017,2024,91.0,actual,,,Excellent,Penang
Perak,Pantai Pasir Bogak,MMAC001,2024,95.0,actual,,,Excellent,Perak
Perak,Pantai Teluk Dalam,MMAC002,2024,95.0,actual,,,Excellent,Perak
Perak,Pantai Teluk Batik,MMAC003,2024,95.0,actual,,,Excellent,Perak
Perak,Pantai Tanjung Batu,MMAC004,2024,96.0,actual,,,Excellent,Perak
Perak,Pantai Teluk Rubiah,MMAC005,2024,96.0,actual,,,Excellent,Perak
Perak,Pantai Damai Laut,MMAC006,2024,95.0,actual,,,Excellent,Perak
Perak,Pantai Teluk Senangin,MMAC007,2024,95.0,actual,,,Excellent,Perak
Perak,Pantai Pasir Panjang,MMAC008,2024,95.0,actual,,,Excellent,Perak
Selangor,Pantai Bagan Lalang,MMBC001,2024,86.0,actual,,,Good,Selangor
Selangor,Pantai Morib,MMBC002,2024,85.0,actual,,,Good,Selangor
Selangor,Selat Pulau Babi,MMBC003,2024,89.0,actual,,,Good,Selangor
Selangor,Selat Klang Utara,MMBC004,2024,56.0,actual,,,Moderate,Selangor
Selangor,Pantai Remis,MMBC005,2024,84.0,actual,,,Good,Selangor
Selangor,Pantai Klanang,MMBC006,2024,66.0,actual,,,Moderate,Selangor
N. Sembilan,Bagan Pinang,MMNC001,2024,95.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Telok Sinting,MMNC002,2024,91.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Bandar,MMNC003,2024,95.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 4,MMNC004,2024,95.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 5,MMNC005,2024,95.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 6,MMNC006,2024,93.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 7,MMNC007,2024,93.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 8,MMNC008,2024,94.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Batu 10,MMNC009,2024,95.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Port Dickson Janakuasa TNB,MMNC010,2024,95.0,actual,,,Excellent,Negeri Sembilan
N. Sembilan,Telok Pelanduk,MMNC011,2024,93.0,actual,,,Excellent,Negeri Sembilan
